time,open,high,low,close,Equity,Exposure
2020-11-10T23:00:00+08:00,15219.11,15324.22,15072.46,15309.29,13656.99383,1.2
2020-11-11T02:00:00+08:00,15309.28,15342,15184.39,15280.63,13627.81279,1.2
2020-11-11T05:00:00+08:00,15280.63,15394,15266.06,15297.21,13644.69422,1.2
2020-11-11T08:00:00+08:00,15297.21,15499.58,15272.68,15387.16,13736.27951,1.2
2020-11-11T11:00:00+08:00,15387.15,15443.37,15322.02,15374.25,13723.1348,1.2
2020-11-11T14:00:00+08:00,15374.25,15432.69,15346.93,15396.66,13745.95222,1.2
2020-11-11T17:00:00+08:00,15396.76,15680,15382.93,15574.48,13927.00498,1.2
2020-11-11T20:00:00+08:00,15574.48,15718.91,15477,15636.49,13990.14233,1.2
2020-11-11T23:00:00+08:00,15636.48,15934.99,15587.92,15865.48,14223.29536,1.2
2020-11-12T02:00:00+08:00,15865.47,15965,15576.04,15713.09,14068.13491,1.2
2020-11-12T05:00:00+08:00,15713.1,15886,15625.96,15684.24,14038.76042,1.2
2020-11-12T08:00:00+08:00,15684.25,15711.77,15440.64,15616.49,13969.77873,1.2
2020-11-12T11:00:00+08:00,15616.49,15777.21,15591.54,15747.94,14103.61849,1.2
2020-11-12T14:00:00+08:00,15747.95,15945,15727.71,15791.53,14148.00095,1.2
2020-11-12T17:00:00+08:00,15791.53,16160.89,15600,15762.55,14118.4941,1.2
2020-11-12T20:00:00+08:00,15762.55,16096.96,15747.14,15984.53,14344.50969,1.2
2020-11-12T23:00:00+08:00,15984.53,16199,15930.75,15943.01,14302.23486,1.2
2020-11-13T02:00:00+08:00,15943,16156.33,15882,16145.35,14508.2534,1.2
2020-11-13T05:00:00+08:00,16145.84,16340.7,16100,16291.86,14657.42695,1.2
2020-11-13T08:00:00+08:00,16291.85,16473.39,16263.06,16392.41,14759.80495,1.2
2020-11-13T11:00:00+08:00,16392.42,16480,16186.32,16233.88,14598.39288,1.2
2020-11-13T14:00:00+08:00,16233.88,16337.55,16122.33,16263.72,14628.77537,1.2
2020-11-13T17:00:00+08:00,16263.72,16357.86,16070.17,16225,14589.35144,1.2
2020-11-13T20:00:00+08:00,16225,16310,16124,16210.33,14574.41474,1.2
2020-11-13T23:00:00+08:00,16210.33,16256.49,15952.35,16248.35,14613.12594,1.2
2020-11-14T02:00:00+08:00,16248.35,16297.04,16178,16201.94,14565.87221,1.2
2020-11-14T05:00:00+08:00,16201.94,16355,16198.13,16320.7,14686.79126,1.2
2020-11-14T08:00:00+08:00,16320.04,16326.99,16145.63,16161.07,14524.25919,1.2
2020-11-14T11:00:00+08:00,16161.08,16197.75,16061.11,16165.7,14528.97336,1.2
2020-11-14T14:00:00+08:00,16164.02,16204.77,15830.11,15959,14318.51556,1.2
2020-11-14T17:00:00+08:00,15959,15960.24,15750,15925.44,14284.34544,1.2
2020-11-14T20:00:00+08:00,15925.43,16055,15832.13,16015.59,14376.13436,1.2
2020-11-14T23:00:00+08:00,16015.6,16034.5,15670,15905.32,14263.85966,1.2
2020-11-15T02:00:00+08:00,15905.31,16000,15845.67,15990.95,14351.04641,1.2
2020-11-15T05:00:00+08:00,15990.96,16140.99,15956.2,16070.45,14431.99172,1.2
2020-11-15T08:00:00+08:00,16069.56,16105.66,15920.05,15984.14,14344.1126,1.2
2020-11-15T11:00:00+08:00,15984.14,16019.98,15868.31,16019.97,14380.59399,1.2
2020-11-15T14:00:00+08:00,16019.97,16180,15990.72,16118,14480.40618,1.2
2020-11-15T17:00:00+08:00,16118,16125.97,15939.24,15953.72,14313.13957,1.2
2020-11-15T20:00:00+08:00,15953.73,16110.02,15923,16048.99,14410.14158,1.2
2020-11-15T23:00:00+08:00,16048.99,16073.75,15871,15888.09,14246.31641,1.2
2020-11-16T02:00:00+08:00,15888.09,15942.82,15808.18,15845.1,14202.54486,1.2
2020-11-16T05:00:00+08:00,15845.1,16010,15774.72,15957,14316.4792,1.2
2020-11-16T08:00:00+08:00,15957,16039.65,15864,15935.15,14294.23197,1.2
2020-11-16T11:00:00+08:00,15935.15,16141.78,15932.14,16108.76,14470.99819,1.2
2020-11-16T14:00:00+08:00,16108.77,16291.99,16106.57,16216.23,14580.422,1.2
2020-11-16T17:00:00+08:00,16216.24,16390,16164.55,16235.68,14600.2256,1.2
2020-11-16T20:00:00+08:00,16235.67,16445,16235.2,16401.52,14769.08057,1.2
2020-11-16T23:00:00+08:00,16401.52,16765,16320,16691.91,15064.74986,1.2
2020-11-17T02:00:00+08:00,16691.92,16847.8,16627.16,16825.56,15200.82962,1.2
2020-11-17T05:00:00+08:00,16825.57,16880,16578,16713.57,15086.80364,1.2
2020-11-17T08:00:00+08:00,16713.08,16830,16625.24,16678.02,15050.60734,1.2
2020-11-17T11:00:00+08:00,16678.03,16705.85,16538,16619.81,14991.33908,1.2
2020-11-17T14:00:00+08:00,16620.6,16785.99,16578.45,16704.83,15077.90475,1.2
2020-11-17T17:00:00+08:00,16704.82,17000,16633.37,16995.06,15373.41113,1.2
2020-11-17T20:00:00+08:00,16994.11,17185.52,16920,17153.93,15535.16939,1.2
2020-11-17T23:00:00+08:00,17153.93,17858.82,17116,17808.66,16201.80238,1.2
2020-11-18T02:00:00+08:00,17808.67,17825,17450,17677.64,16068.40043,1.2
2020-11-18T05:00:00+08:00,17677.63,17710,17456.52,17659.38,16049.80847,1.2
2020-11-18T08:00:00+08:00,17659.38,17820,17601,17680.64,16071.45497,1.2
2020-11-18T11:00:00+08:00,17680.64,18476.93,17214.45,17623.39,16013.16417,1.2
2020-11-18T14:00:00+08:00,17627.7,18260,17500,18211.02,16611.47728,1.2
2020-11-18T17:00:00+08:00,18211.01,18257.14,17853.01,18249.99,16651.15576,1.2
2020-11-18T20:00:00+08:00,18249.99,18250,17666,17683.11,16073.96988,1.2
2020-11-18T23:00:00+08:00,17683.56,18000,17271.02,17890.45,16285.07932,1.2
2020-11-19T02:00:00+08:00,17890.46,17963.33,17490,17642.93,16033.05941,1.2
2020-11-19T05:00:00+08:00,17642.92,17855,17586.62,17776.12,16168.6708,1.2
2020-11-19T08:00:00+08:00,17777.75,18058.58,17573.31,17928.65,16323.9738,1.2
2020-11-19T11:00:00+08:00,17929.07,17999.84,17712.36,17894.88,16289.58986,1.2
2020-11-19T14:00:00+08:00,17894.89,17907,17388.77,17533.42,15921.55851,1.2
2020-11-19T17:00:00+08:00,17533.43,17778.04,17335.65,17765.33,16157.68464,1.2
2020-11-19T20:00:00+08:00,17765.32,18147,17653.24,18116.85,16515.59527,1.2
2020-11-19T23:00:00+08:00,18116.85,18179.8,17882.36,17969.4,16365.46463,1.2
2020-11-20T02:00:00+08:00,17969.29,18039.17,17869.76,18023.99,16421.04708,1.2
2020-11-20T05:00:00+08:00,18023.98,18100,17681.36,17802.82,16195.85621,1.2
2020-11-20T08:00:00+08:00,17802.81,18037.5,17740.04,17960.09,16355.98537,1.2
2020-11-20T11:00:00+08:00,17960.09,18234,17931.62,18129.99,16528.97416,1.2
2020-11-20T14:00:00+08:00,18129.99,18404.68,18060,18304.63,16706.78911,1.2
2020-11-20T17:00:00+08:00,18304.63,18360.68,18101.05,18263.5,16664.91137,1.2
2020-11-20T20:00:00+08:00,18263.69,18631,18150.22,18630.98,17039.07215,1.2
2020-11-20T23:00:00+08:00,18630.98,18815.22,18501.81,18684.92,17093.99278,1.2
2020-11-21T02:00:00+08:00,18684.92,18692.3,18401,18623.35,17031.30344,1.2
2020-11-21T05:00:00+08:00,18623.35,18740,18473.94,18655.67,17064.21102,1.2
2020-11-21T08:00:00+08:00,18655.66,18965.9,18620.46,18739.96,17150.03341,1.2
2020-11-21T11:00:00+08:00,18740.62,18813.74,18444.74,18652.44,17060.9223,1.2
2020-11-21T14:00:00+08:00,18652.44,18781.73,18600,18781.73,17192.56279,1.2
2020-11-21T17:00:00+08:00,18781.73,18783.76,18486.56,18531.06,16937.33561,1.2
2020-11-21T20:00:00+08:00,18531.06,18824.68,18308.58,18733.02,17142.96724,1.2
2020-11-21T23:00:00+08:00,18733.01,18907.38,18638.46,18762.3,17172.77955,1.2
2020-11-22T02:00:00+08:00,18762.3,18800,18580,18652.09,17060.56593,1.2
2020-11-22T05:00:00+08:00,18652.09,18745.47,18525,18703.8,17113.21602,1.2
2020-11-22T08:00:00+08:00,18703.8,18750,18350,18583.91,16991.14642,1.2
2020-11-22T11:00:00+08:00,18583.91,18611,18430.68,18517.31,16923.33563,1.2
2020-11-22T14:00:00+08:00,18517.31,18588.86,18185.86,18211.65,16612.11874,1.2
2020-11-22T17:00:00+08:00,18211.66,18419.71,17610.86,17887.82,16282.40151,1.2
2020-11-22T20:00:00+08:00,17891.76,18296.04,17820,18179.07,16578.94643,1.2
2020-11-22T23:00:00+08:00,18179.07,18589.96,18178.53,18480,16885.34734,1.2
2020-11-23T02:00:00+08:00,18480,18683.77,18468.17,18550.21,16956.83376,1.2
2020-11-23T05:00:00+08:00,18548.95,18649,18367.82,18414.43,16818.58528,1.2
2020-11-23T08:00:00+08:00,18413.88,18523.09,18000,18210.5,16610.94783,1.2
2020-11-23T11:00:00+08:00,18210.49,18515.45,18180.14,18438.26,16842.8485,1.2
2020-11-23T14:00:00+08:00,18438.26,18660,18308,18575.01,16982.08462,1.2
2020-11-23T17:00:00+08:00,18575.01,18766,18534.12,18567.7,16974.64172,1.2
2020-11-23T20:00:00+08:00,18567.7,18700,18331.5,18530.07,16936.32761,1.2
2020-11-23T23:00:00+08:00,18530.32,18557.04,18134.11,18352.93,16755.96721,1.2
2020-11-24T02:00:00+08:00,18352.93,18485.01,18283.43,18373,16776.40208,1.2
2020-11-24T05:00:00+08:00,18373,18472.27,18262,18368,16771.31118,1.2
2020-11-24T08:00:00+08:00,18368.01,18530,18207.98,18337.04,16739.78833,1.2
2020-11-24T11:00:00+08:00,18337.04,18448,18276.73,18322.38,16724.86181,1.2
2020-11-24T14:00:00+08:00,18322.38,18615.84,18018,18613.8,17021.57982,1.2
2020-11-24T17:00:00+08:00,18613.8,19100,18552.2,19064.99,17480.97246,1.2
2020-11-24T20:00:00+08:00,19064.99,19389,18979.99,19384.43,17806.21988,1.2
2020-11-24T23:00:00+08:00,19384.43,19418.97,19074.4,19204.64,17623.16129,1.2
2020-11-25T02:00:00+08:00,19200.91,19277.63,18925.51,19057.68,17473.52956,1.2
2020-11-25T05:00:00+08:00,19057.69,19190,18842.31,19160.01,17577.71992,1.2
2020-11-25T08:00:00+08:00,19160,19218.12,18900,18975.81,17390.17116,1.2
2020-11-25T11:00:00+08:00,18975.81,19049.99,18625,18879.49,17292.10007,1.2
2020-11-25T14:00:00+08:00,18879.5,19218,18833.49,19115.18,17532.07491,1.2
2020-11-25T17:00:00+08:00,19115.18,19345.99,19055.69,19281.55,17701.46952,1.2
2020-11-25T20:00:00+08:00,19281.55,19484.21,19100,19268.99,17688.68118,1.2
2020-11-25T23:00:00+08:00,19269.25,19327.8,18811,19061.31,17477.22555,1.2
2020-11-26T02:00:00+08:00,19061.31,19125.53,18731,18902.39,17315.41639,1.2
2020-11-26T05:00:00+08:00,18902.38,19042.42,18500.27,18719.11,17128.80436,1.2
2020-11-26T08:00:00+08:00,18718.83,18915.03,18355.85,18400.98,16804.89075,1.2
2020-11-26T11:00:00+08:00,18400.97,18400.97,17200,17930.86,16326.22397,1.2
2020-11-26T14:00:00+08:00,17930.86,18015.79,16334,16878.8,15255.03752,1.2
2020-11-26T17:00:00+08:00,16878.8,17420.93,16652.18,17100,15480.25894,1.2
2020-11-26T20:00:00+08:00,17100,17395.47,16732.24,16732.33,15105.9047,1.2
2020-11-26T23:00:00+08:00,16732.23,17250,16188,16693.76,15066.63349,1.2
2020-11-27T02:00:00+08:00,16690.11,17152.01,16300,17136.33,15517.24942,1.2
2020-11-27T05:00:00+08:00,17136.33,17294.88,16807.69,17149.47,15530.6283,1.2
2020-11-27T08:00:00+08:00,17149.47,17457.62,17012.56,17092.5,15472.62259,1.2
2020-11-27T11:00:00+08:00,17092.5,17340.49,17022.18,17258.5,15641.64047,1.2
2020-11-27T14:00:00+08:00,17258.5,17311,16713.46,16850.85,15226.57939,1.2
2020-11-27T17:00:00+08:00,16850.86,17200,16620,16789.37,15163.98168,1.2
2020-11-27T20:00:00+08:00,16789.46,17083.35,16724.82,16768.39,15142.62027,1.2
2020-11-27T23:00:00+08:00,16768.51,16834.28,16438.08,16727.51,15100.99707,1.2
2020-11-28T02:00:00+08:00,16727.89,17200,16686.71,17069.73,15449.43863,1.2
2020-11-28T05:00:00+08:00,17068.01,17235.7,16634.34,17139.52,15520.49741,1.2
2020-11-28T08:00:00+08:00,17139.53,17190,16974.3,16983.94,15362.08897,1.2
2020-11-28T11:00:00+08:00,16984.52,17026.6,16872,16977.99,15356.0308,1.2
2020-11-28T14:00:00+08:00,16978,17067.14,16865.56,16875.01,15251.17862,1.2
2020-11-28T17:00:00+08:00,16875.01,17257.97,16874.99,17160.29,15541.64501,1.2
2020-11-28T20:00:00+08:00,17160.29,17390,17070,17336.07,15720.62069,1.2
2020-11-28T23:00:00+08:00,17336.07,17772.09,17336.06,17745.74,16137.73849,1.2
2020-11-29T02:00:00+08:00,17745.73,17880.49,17640.38,17673.21,16063.8899,1.2
2020-11-29T05:00:00+08:00,17673.21,17843,17612.33,17719.85,16111.37781,1.2
2020-11-29T08:00:00+08:00,17719.84,17793,17517,17742.25,16134.18504,1.2
2020-11-29T11:00:00+08:00,17742.25,17886.21,17724.19,17790.31,16183.11877,1.2
2020-11-29T14:00:00+08:00,17790.31,18154.44,17666,18144.99,16544.24686,1.2
2020-11-29T17:00:00+08:00,18144.98,18250,18000,18090.44,16488.70514,1.2
2020-11-29T20:00:00+08:00,18089.75,18194.13,17882.82,18039.82,16437.16487,1.2
2020-11-29T23:00:00+08:00,18039.82,18147,17926,18094.31,16492.64549,1.2
2020-11-30T02:00:00+08:00,18094.31,18228,18008.12,18207.4,16607.79147,1.2
2020-11-30T05:00:00+08:00,18207.39,18360.05,18060.83,18184.99,16584.97406,1.2
2020-11-30T08:00:00+08:00,18185,18550,18184.99,18506.87,16912.70583,1.2
2020-11-30T11:00:00+08:00,18506.87,18627.29,18431.26,18520.47,16926.55308,1.2
2020-11-30T14:00:00+08:00,18520.27,18677,18375.55,18462.31,16867.33573,1.2
2020-11-30T17:00:00+08:00,18462.7,18655,18326.03,18600.95,17008.49621,1.2
2020-11-30T20:00:00+08:00,18600.94,19782.1,18600.94,19480.8,17904.34188,1.2
2020-11-30T23:00:00+08:00,19480.73,19863.16,19011.1,19393.6,17815.55659,1.2
2020-12-01T02:00:00+08:00,19393.6,19494.35,19050,19439.48,17862.27068,1.2
2020-12-01T05:00:00+08:00,19439.27,19747.05,19233.09,19695.87,18123.32185,1.2
2020-12-01T08:00:00+08:00,19695.87,19720,19433.15,19680.95,18108.13061,1.2
2020-12-01T11:00:00+08:00,19680.96,19682.77,19281.38,19483.73,17907.32515,1.2
2020-12-01T14:00:00+08:00,19483.73,19567,19300,19466.99,17890.28082,1.2
2020-12-01T17:00:00+08:00,19467,19888,18886,19425,17847.52744,1.2
2020-12-01T20:00:00+08:00,19425.4,19482.01,18001.12,19285.31,17705.29787,1.2
2020-12-01T23:00:00+08:00,19285.3,19489.3,18611.88,19058.4,17474.26265,1.2
2020-12-02T02:00:00+08:00,19058.4,19150,18693.37,19024.32,17439.56308,1.2
2020-12-02T05:00:00+08:00,19024.33,19211,18725,18764.96,17175.48791,1.2
2020-12-02T08:00:00+08:00,18764.96,18972.12,18433,18676.4,17085.31789,1.2
2020-12-02T11:00:00+08:00,18676.39,18788.32,18330,18654.41,17062.92811,1.2
2020-12-02T14:00:00+08:00,18654.27,19342,18630.63,19195.19,17613.53949,1.2
2020-12-02T17:00:00+08:00,19195.52,19319.67,18977.03,19127.31,17544.42543,1.2
2020-12-02T20:00:00+08:00,19127.31,19250.7,18792.31,18910.21,17323.37856,1.2
2020-12-02T23:00:00+08:00,18910.21,19015.7,18728.38,18976.33,17390.70062,1.2
2020-12-03T02:00:00+08:00,18976.33,19150,18894.8,19083.4,17499.71715,1.2
2020-12-03T05:00:00+08:00,19083.77,19260,19046.3,19204.09,17622.60129,1.2
2020-12-03T08:00:00+08:00,19204.08,19299,18940,19041.73,17457.28959,1.2
2020-12-03T11:00:00+08:00,19041.73,19178.87,18867.2,18922.83,17336.22799,1.2
2020-12-03T14:00:00+08:00,18922.83,19450,18880.51,19378.79,17800.47734,1.2
2020-12-03T17:00:00+08:00,19378.79,19444.4,19097.6,19396.5,17818.50931,1.2
2020-12-03T20:00:00+08:00,19396.49,19425,19219.78,19351.32,17772.50794,1.2
2020-12-03T23:00:00+08:00,19351.32,19598,19194.06,19299.23,17719.47094,1.2
2020-12-04T02:00:00+08:00,19299.24,19435.29,19299.24,19369.44,17790.95736,1.2
2020-12-04T05:00:00+08:00,19369.44,19540,19328.92,19421.9,17844.37108,1.2
2020-12-04T08:00:00+08:00,19422.34,19527,19250,19251.92,17671.30084,1.2
2020-12-04T11:00:00+08:00,19251.92,19323.31,19122.48,19200.07,17618.50821,1.2
2020-12-04T14:00:00+08:00,19200.01,19447.14,19192.89,19388.89,17810.76096,1.2
2020-12-04T17:00:00+08:00,19388.9,19410.49,18700,18833.25,17245.01942,1.2
2020-12-04T20:00:00+08:00,18834.48,19146.22,18686.38,19046.11,17461.74922,1.2
2020-12-04T23:00:00+08:00,19046.11,19073.46,18817,18968.93,17383.16609,1.2
2020-12-05T02:00:00+08:00,18968.82,19078.68,18880,18962.53,17376.64973,1.2
2020-12-05T05:00:00+08:00,18962.52,18988.75,18565.31,18650.52,17058.96739,1.2
2020-12-05T08:00:00+08:00,18650.51,18848.62,18500,18789.66,17200.63696,1.2
2020-12-05T11:00:00+08:00,18789.65,18970,18738.34,18954.42,17368.39229,1.2
2020-12-05T14:00:00+08:00,18955.83,19177,18900,19149.9,17567.42612,1.2
2020-12-05T17:00:00+08:00,19149.9,19165,18959.03,19013.43,17428.4751,1.2
2020-12-05T20:00:00+08:00,19013.43,19092.03,18941.74,19080.01,17496.26552,1.2
2020-12-05T23:00:00+08:00,19080.01,19150,19026,19125.76,17542.84725,1.2
2020-12-06T02:00:00+08:00,19125.77,19172.37,18993.92,19054.9,17470.69902,1.2
2020-12-06T05:00:00+08:00,19055.24,19157.52,18977.16,19147.66,17565.1454,1.2
2020-12-06T08:00:00+08:00,19147.66,19342,19131.02,19233.43,17652.4747,1.2
2020-12-06T11:00:00+08:00,19233.44,19245.91,19105,19151.97,17569.53375,1.2
2020-12-06T14:00:00+08:00,19152,19260,19003.64,19017.56,17432.68018,1.2
2020-12-06T17:00:00+08:00,19017.54,19100,18950.87,19089.16,17505.58187,1.2
2020-12-06T20:00:00+08:00,19089.15,19131.53,18857,19120,17536.98254,1.2
2020-12-06T23:00:00+08:00,19120.27,19213.09,19018,19128.02,17545.14834,1.2
2020-12-07T02:00:00+08:00,19127.86,19184.62,19076.47,19168.73,17586.59845,1.2
2020-12-07T05:00:00+08:00,19168.73,19420,19045,19359.4,17780.73483,1.2
2020-12-07T08:00:00+08:00,19358.67,19420.91,19169.35,19200,17618.43694,1.2
2020-12-07T11:00:00+08:00,19200.01,19306.11,19157.55,19246.26,17665.53794,1.2
2020-12-07T14:00:00+08:00,19246.25,19399,19200,19250.84,17670.20121,1.2
2020-12-07T17:00:00+08:00,19250.85,19256.62,19090,19103.58,17520.26402,1.2
2020-12-07T20:00:00+08:00,19103.79,19253.09,19095.72,19195.84,17614.20131,1.2
2020-12-07T23:00:00+08:00,19195.84,19257.03,19139.99,19160.01,17577.71992,1.2
2020-12-08T02:00:00+08:00,19160.01,19188.16,18902.88,19050.63,17466.35139,1.2
2020-12-08T05:00:00+08:00,19050.63,19217.64,19015.36,19166.9,17584.73518,1.2
2020-12-08T08:00:00+08:00,19166.9,19235.6,19132.67,19177.61,17595.63989,1.2
2020-12-08T11:00:00+08:00,19177.61,19293.76,19132.78,19293.76,17713.90149,1.2
2020-12-08T14:00:00+08:00,19293.76,19294.84,19010,19069.96,17486.03281,1.2
2020-12-08T17:00:00+08:00,19069.95,19101.59,18700,18762.96,17173.45155,1.2
2020-12-08T20:00:00+08:00,18762.95,18974.83,18610,18865.01,17277.35682,1.2
2020-12-08T23:00:00+08:00,18865,18937.81,18745.31,18927.41,17340.89125,1.2
2020-12-09T02:00:00+08:00,18927.41,18930.84,18664.51,18742.63,17152.75195,1.2
2020-12-09T05:00:00+08:00,18742.64,18837.45,18200,18324.11,16726.62326,1.2
2020-12-09T08:00:00+08:00,18324.11,18380,18032,18281,16682.72952,1.2
2020-12-09T11:00:00+08:00,18281.26,18310,18058,18205.5,16605.85693,1.2
2020-12-09T14:00:00+08:00,18206.57,18280,17650,17955.78,16351.59702,1.2
2020-12-09T17:00:00+08:00,17955.78,18379.87,17919.93,18244.95,16646.02413,1.2
2020-12-09T20:00:00+08:00,18244.94,18523.99,18169.1,18451.01,16855.8303,1.2
2020-12-09T23:00:00+08:00,18451.01,18470.22,18252.15,18304.06,16706.20875,1.2
2020-12-10T02:00:00+08:00,18304.06,18372,18165,18341.02,16743.84068,1.2
2020-12-10T05:00:00+08:00,18341.01,18639.57,18326.04,18541.28,16947.74141,1.2
2020-12-10T08:00:00+08:00,18541.29,18557.32,18303.28,18386.02,16789.65878,1.2
2020-12-10T11:00:00+08:00,18386.02,18500,18305.4,18372.37,16775.76062,1.2
2020-12-10T14:00:00+08:00,18372.36,18471.18,18278.44,18433.3,16837.79833,1.2
2020-12-10T17:00:00+08:00,18433.31,18480,18070,18192.49,16592.61041,1.2
2020-12-10T20:00:00+08:00,18192.5,18290.63,18040.01,18079.99,16478.06516,1.2
2020-12-10T23:00:00+08:00,18080,18225.31,17911.12,18213.86,16614.36891,1.2
2020-12-11T02:00:00+08:00,18213.87,18435.74,18195.01,18365.78,16769.05082,1.2
2020-12-11T05:00:00+08:00,18365.79,18405.62,18220,18254.63,16655.88011,1.2
2020-12-11T08:00:00+08:00,18254.81,18292.73,17801.37,17804.97,16198.04529,1.2
2020-12-11T11:00:00+08:00,17804.97,18048.6,17715.6,17899.44,16294.23276,1.2
2020-12-11T14:00:00+08:00,17899.43,18001.15,17700.51,17898.79,16293.57094,1.2
2020-12-11T17:00:00+08:00,17899.46,17908,17572.33,17647.71,16037.92631,1.2
2020-12-11T20:00:00+08:00,17647.71,18068,17617,18058.76,16456.44919,1.2
2020-12-11T23:00:00+08:00,18058.75,18132,17852,17995.53,16392.06967,1.2
2020-12-12T02:00:00+08:00,17995.5,18093.95,17925.37,17982.89,16379.19988,1.2
2020-12-12T05:00:00+08:00,17983.47,18184,17952.15,18036.53,16433.81505,1.2
2020-12-12T08:00:00+08:00,18036.53,18375,18020.7,18319.99,16722.42836,1.2
2020-12-12T11:00:00+08:00,18319.99,18398.19,18261.32,18313.36,16715.67782,1.2
2020-12-12T14:00:00+08:00,18313.35,18450,18278.91,18377.64,16781.12643,1.2
2020-12-12T17:00:00+08:00,18377.35,18513.66,18345.14,18506.1,16911.92184,1.2
2020-12-12T20:00:00+08:00,18506.1,18525.33,18308.82,18372.97,16776.37153,1.2
2020-12-12T23:00:00+08:00,18372.98,18527.93,18317.67,18483.17,16888.57497,1.2
2020-12-13T02:00:00+08:00,18482.83,18850,18482.47,18770.68,17181.3119,1.2
2020-12-13T05:00:00+08:00,18770.67,18948.66,18729.09,18808.69,17220.01292,1.2
2020-12-13T08:00:00+08:00,18808.69,18875,18711.12,18812.61,17224.00419,1.2
2020-12-13T11:00:00+08:00,18812.61,18938.55,18760.77,18850,17262.07394,1.2
2020-12-13T14:00:00+08:00,18849.99,19322.24,18844.95,19245.91,17665.18158,1.2
2020-12-13T17:00:00+08:00,19245.25,19370,19185.74,19316.81,17737.37054,1.2
2020-12-13T20:00:00+08:00,19316.8,19411,19265.91,19292.13,17712.24186,1.2
2020-12-13T23:00:00+08:00,19292.13,19385,19080,19273.6,17693.37499,1.2
2020-12-14T02:00:00+08:00,19273.59,19273.6,19089.63,19154.57,17572.18102,1.2
2020-12-14T05:00:00+08:00,19154.56,19225.63,18971,19174.99,17592.97226,1.2
2020-12-14T08:00:00+08:00,19174.99,19307.09,19000,19297.7,17717.91312,1.2
2020-12-14T11:00:00+08:00,19297.9,19347,19033.84,19085.53,17501.88587,1.2
2020-12-14T14:00:00+08:00,19085.53,19244.69,19080.4,19222,17640.8369,1.2
2020-12-14T17:00:00+08:00,19222,19258.96,19051.11,19106.44,17523.17602,1.2
2020-12-14T20:00:00+08:00,19106.43,19227.66,19028.97,19221.74,17640.57217,1.2
2020-12-14T23:00:00+08:00,19221.75,19300,19113.08,19143.09,17560.49231,1.2
2020-12-15T02:00:00+08:00,19143.38,19236.76,19130.85,19208.07,17626.65365,1.2
2020-12-15T05:00:00+08:00,19208.08,19349,19150.85,19273.14,17692.90662,1.2
2020-12-15T08:00:00+08:00,19273.69,19570,19243.64,19458.97,17882.11501,1.2
2020-12-15T11:00:00+08:00,19458.98,19509.57,19050,19132.4,17549.60797,1.2
2020-12-15T14:00:00+08:00,19133.29,19226.95,19101,19137.24,17554.53596,1.2
2020-12-15T17:00:00+08:00,19136.96,19350,19074,19293.54,17713.6775,1.2
2020-12-15T20:00:00+08:00,19293.54,19433,19256.27,19337.46,17758.39596,1.2
2020-12-15T23:00:00+08:00,19337.46,19429.27,19328.06,19399.53,17821.59439,1.2
2020-12-16T02:00:00+08:00,19399.53,19547,19390,19491.87,17915.61313,1.2
2020-12-16T05:00:00+08:00,19491.87,19511.99,19276,19426.43,17848.98344,1.2
2020-12-16T08:00:00+08:00,19426.43,19488.02,19278.6,19442.08,17864.91795,1.2
2020-12-16T11:00:00+08:00,19442.08,19454,19300.3,19373.81,17795.4068,1.2
2020-12-16T14:00:00+08:00,19373.82,19487.17,19341.4,19482.57,17906.14406,1.2
2020-12-16T17:00:00+08:00,19482.57,19860,19420.84,19739.78,18168.03014,1.2
2020-12-16T20:00:00+08:00,19739.78,20799,19680,20649,19093.77976,1.2
2020-12-16T23:00:00+08:00,20650.01,20865.43,20539,20639.82,19084.43287,1.2
2020-12-17T02:00:00+08:00,20639.82,20839,20550,20802.82,19250.39621,1.2
2020-12-17T05:00:00+08:00,20802.82,21560,20711,21335.52,19792.78069,1.2
2020-12-17T08:00:00+08:00,21335.52,21994,21230,21913.9,20381.67564,1.2
2020-12-17T11:00:00+08:00,21913.91,22311.38,21703.67,22280,20754.43134,1.2
2020-12-17T14:00:00+08:00,22280,22990,22053,22904.7,21390.48838,1.2
2020-12-17T17:00:00+08:00,22904.7,23800,21801,22752.16,21235.17521,1.2
2020-12-17T20:00:00+08:00,22752.15,23348,22600,23086.01,21575.0946,1.2
2020-12-17T23:00:00+08:00,23086,23699.7,22900,23023.98,21511.93689,1.2
2020-12-18T02:00:00+08:00,23023.98,23497,22311.1,22791.55,21275.28132,1.2
2020-12-18T05:00:00+08:00,22791.78,23080,22382.7,22797.16,21280.99331,1.2
2020-12-18T08:00:00+08:00,22797.15,23248.99,22470.35,23003.31,21490.89111,1.2
2020-12-18T11:00:00+08:00,23003.31,23047.88,22762.05,22955.51,21442.22211,1.2
2020-12-18T14:00:00+08:00,22955.51,23285.18,22838.19,23114.84,21604.44873,1.2
2020-12-18T17:00:00+08:00,23114.84,23220,22691.61,22886.17,21371.62151,1.2
2020-12-18T20:00:00+08:00,22886.18,23073.25,22400,22610.65,21091.09256,1.2
2020-12-18T23:00:00+08:00,22610.65,22818,22350,22749.32,21232.28358,1.2
2020-12-19T02:00:00+08:00,22749.32,22829.04,22626.81,22755.66,21238.73884,1.2
2020-12-19T05:00:00+08:00,22755.25,23143.56,22751.1,23107.39,21596.86329,1.2
2020-12-19T08:00:00+08:00,23107.39,23220,22902.1,23220,21711.52054,1.2
